DB,DB ID,Disease,MIM Number,Gene Symbol,Gene ID,GO-BP ID Count,GO-BP ID
OMIM,618513,?Leber congenital amaurosis 19,618439,USP45,85015,4,GO:0006511 | GO:0045494 | GO:0070911 | GO:0016579
OMIM,618681,?Lessel-Kubisch syndrome,164785,MDM2,4193,53,GO:0071480 | GO:0045892 | GO:0031648 | GO:0045472 | GO:0016925 | GO:0000122 | GO:0032436 | GO:0003203 | GO:0016032 | GO:0071375 | GO:0003181 | GO:1904754 | GO:0001974 | GO:0010039 | GO:0071312 | GO:0003283 | GO:0002027 | GO:0043278 | GO:0045184 | GO:0010977 | GO:1904404 | GO:1990000 | GO:0016579 | GO:0001568 | GO:0071391 | GO:0010955 | GO:0048545 | GO:0036369 | GO:1902254 | GO:0071157 | GO:0071301 | GO:0046827 | GO:0034504 | GO:0006977 | GO:0065003 | GO:0007089 | GO:0042220 | GO:0003281 | GO:0071456 | GO:0060411 | GO:0071494 | GO:0070301 | GO:0051865 | GO:0043154 | GO:0043518 | GO:1990785 | GO:0072717 | GO:0000209 | GO:0010628 | GO:0071363 | GO:1904707 | GO:0032026 | GO:0051149
OMIM,607598,?Lethal congenital contractural syndrome 2,190151,ERBB3,2065,26,GO:0014037 | GO:0070886 | GO:0055025 | GO:0051897 | GO:0007162 | GO:0007507 | GO:0061098 | GO:0009968 | GO:0097192 | GO:0000165 | GO:0043524 | GO:0003197 | GO:0014068 | GO:0018108 | GO:0051048 | GO:0021545 | GO:0051402 | GO:0007422 | GO:0014065 | GO:0007399 | GO:0042060 | GO:0008284 | GO:2000145 | GO:0007275 | GO:0010628 | GO:0038128
OMIM,616248,?Lethal congenital contracture syndrome 6,613915,ZBTB42,100128927,3,GO:0000122 | GO:0006974 | GO:0007517
OMIM,616287,?Lethal congenital contracture syndrome 8,600294,ADCY6,112,16,GO:0007189 | GO:0071380 | GO:0006171 | GO:0007190 | GO:0034199 | GO:1904117 | GO:0071377 | GO:0010977 | GO:0007193 | GO:0007186 | GO:0007212 | GO:1904322 | GO:0071870 | GO:0097746 | GO:0035811 | GO:0003091
OMIM,601626,"Leukemia, acute myeloid, reduced survival in, somatic | {Leukemia, acute myeloid} | Acute myeloid leukemia, somatic | Leukemia, acute myeloid, somatic | {Leukemia, acute myeloid, susceptibility to} | ?Leukemia, acute myeloid | Leukemia, acute myeloid",603025 | 187270 | 147796 | 600618 | 137295 | 136351 | 116897 | 602769 | 600700 | 164920 | 190070 | 151385 | 114350 | 164040,ETV6 | JAK2 | NUP214 | FLT3 | PICALM | CEBPA | DNMT3A | NPM1 | TERT | GATA2 | RUNX1 | KIT | LPP | KRAS,4869 | 861 | 4026 | 3845 | 1788 | 2120 | 2322 | 3815 | 3717 | 2624 | 8021 | 8301 | 1050 | 7015,305,GO:0006406 | GO:0007260 | GO:0035722 | GO:0008354 | GO:0007409 | GO:0042273 | GO:0001892 | GO:0010212 | GO:0006409 | GO:0000122 | GO:1903620 | GO:1902036 | GO:0060699 | GO:0031100 | GO:2000977 | GO:0120072 | GO:0008631 | GO:0071385 | GO:1904754 | GO:0038084 | GO:0043524 | GO:0050873 | GO:0032762 | GO:0045599 | GO:0050729 | GO:0006606 | GO:0050673 | GO:0030218 | GO:0097296 | GO:0032228 | GO:0032355 | GO:0038162 | GO:0001774 | GO:1902895 | GO:0097067 | GO:0035234 | GO:0032743 | GO:0099527 | GO:0035701 | GO:2000352 | GO:1903589 | GO:0001503 | GO:0030177 | GO:0001541 | GO:0090102 | GO:0035019 | GO:0030041 | GO:0007565 | GO:0070757 | GO:1904349 | GO:0071456 | GO:1902963 | GO:0043392 | GO:0045893 | GO:0038109 | GO:0002551 | GO:0097191 | GO:0150093 | GO:0043378 | GO:0032496 | GO:0090399 | GO:0000050 | GO:0038155 | GO:0002327 | GO:0045429 | GO:0055088 | GO:0097324 | GO:0030217 | GO:0045666 | GO:0021902 | GO:0048935 | GO:0060100 | GO:0090116 | GO:0072583 | GO:0030324 | GO:0035854 | GO:0006366 | GO:0007296 | GO:0046677 | GO:0042472 | GO:0090050 | GO:0045589 | GO:0007265 | GO:0045747 | GO:0060374 | GO:1902728 | GO:0051000 | GO:0070102 | GO:0010725 | GO:0000165 | GO:0007283 | GO:0060334 | GO:1904751 | GO:0031274 | GO:1900087 | GO:0070671 | GO:0060216 | GO:0050725 | GO:0014068 | GO:0042635 | GO:0030318 | GO:0032516 | GO:0006346 | GO:0048261 | GO:0006091 | GO:0010288 | GO:0060333 | GO:0000056 | GO:0019083 | GO:0046777 | GO:0042531 | GO:0000278 | GO:0060872 | GO:0032071 | GO:0008542 | GO:1905065 | GO:0030225 | GO:0048268 | GO:0006954 | GO:0060253 | GO:0045814 | GO:0097753 | GO:0043586 | GO:0035409 | GO:2000773 | GO:0007004 | GO:0070345 | GO:1902961 | GO:0016197 | GO:0060964 | GO:2001240 | GO:1900034 | GO:2000178 | GO:0016188 | GO:0051092 | GO:0007204 | GO:0060441 | GO:0043032 | GO:0043045 | GO:0042535 | GO:0050872 | GO:0043473 | GO:0070662 | GO:0008203 | GO:1904837 | GO:2000810 | GO:0097494 | GO:0035900 | GO:0000055 | GO:0007005 | GO:0043388 | GO:0022616 | GO:1901216 | GO:0120162 | GO:0033189 | GO:0051897 | GO:0002328 | GO:0006281 | GO:0075733 | GO:0050855 | GO:0016925 | GO:0032436 | GO:0002062 | GO:0031623 | GO:0042255 | GO:0060397 | GO:0048839 | GO:0006351 | GO:0045654 | GO:0071425 | GO:2000648 | GO:0060735 | GO:0035459 | GO:0043547 | GO:1902751 | GO:0035855 | GO:0006349 | GO:1904037 | GO:0045736 | GO:0035726 | GO:1904251 | GO:0042976 | GO:0043552 | GO:0038002 | GO:0097152 | GO:0032092 | GO:0000187 | GO:0070200 | GO:0071230 | GO:0048103 | GO:1903704 | GO:0008584 | GO:0043046 | GO:0043371 | GO:0007259 | GO:1903077 | GO:0010667 | GO:0045822 | GO:0007286 | GO:0031103 | GO:0061180 | GO:0021983 | GO:0045669 | GO:0007186 | GO:0045746 | GO:0030851 | GO:0006687 | GO:0021954 | GO:0007219 | GO:0048008 | GO:0045600 | GO:0035022 | GO:0045348 | GO:0002318 | GO:0021533 | GO:0071285 | GO:0046326 | GO:2000774 | GO:0048863 | GO:0046599 | GO:0097028 | GO:0045648 | GO:0034080 | GO:0060391 | GO:0007275 | GO:0048488 | GO:0006110 | GO:0048565 | GO:1904707 | GO:0061042 | GO:2000009 | GO:0071356 | GO:0043303 | GO:0021897 | GO:0007098 | GO:0045892 | GO:0062103 | GO:0031647 | GO:0042593 | GO:0043306 | GO:0097326 | GO:0097284 | GO:0002223 | GO:0048873 | GO:0055072 | GO:0010863 | GO:0048170 | GO:0046686 | GO:0010870 | GO:0007498 | GO:0001172 | GO:0045616 | GO:0002250 | GO:0006407 | GO:0042307 | GO:0042274 | GO:0008360 | GO:0033209 | GO:0060399 | GO:0046651 | GO:0021514 | GO:0001655 | GO:0051146 | GO:0010826 | GO:0001889 | GO:0006909 | GO:0097154 | GO:0031959 | GO:0050910 | GO:0045945 | GO:0070106 | GO:0006919 | GO:0000186 | GO:0033146 | GO:1902629 | GO:0071361 | GO:0002371 | GO:0032024 | GO:0051385 | GO:0033194 | GO:0001764 | GO:0038093 | GO:0035162 | GO:0090647 | GO:0045650 | GO:0031532 | GO:0007596 | GO:0035065 | GO:0042220 | GO:0048813 | GO:0030422 | GO:0030032 | GO:0022008 | GO:0048469 | GO:0016185 | GO:0010811 | GO:0001776 | GO:1905224 | GO:0051770 | GO:0001709 | GO:1904343 | GO:0045727 | GO:0030854 | GO:0034644 | GO:0044387
OMIM,617762,"?Leukodystrophy, progressive, early childhood-onset",617036,ACER3,55331,7,GO:0071602 | GO:0008284 | GO:0006954 | GO:0046512 | GO:0043067 | GO:0042552 | GO:0046514
OMIM,613724,?Leukoencephalopathy with dystonia and motor neuropathy,184755,SCP2,6342,7,GO:0033540 | GO:0006625 | GO:0015914 | GO:0032385 | GO:0006699 | GO:0036109 | GO:1901373
OMIM,618878,"?Leukoencephalopathy, motor delay, spasticity, and dysarthria syndrome",613635,EIF2AK1,27102,12,GO:0008285 | GO:0010999 | GO:0030225 | GO:0045993 | GO:0046986 | GO:0046501 | GO:0002526 | GO:0055072 | GO:0010998 | GO:1990641 | GO:0006909 | GO:0046777
OMIM,616291,?Lichtenstein-Knorr syndrome,107310,SLC9A1,6548,39,GO:0043066 | GO:0070886 | GO:0051930 | GO:0051259 | GO:0030307 | GO:0045760 | GO:0030214 | GO:0071805 | GO:0071872 | GO:0045944 | GO:0098735 | GO:0051453 | GO:0051492 | GO:0010613 | GO:0016477 | GO:0070417 | GO:0071236 | GO:0055007 | GO:0086036 | GO:0035794 | GO:1902600 | GO:0032869 | GO:0035994 | GO:0098719 | GO:0071260 | GO:0086092 | GO:0051893 | GO:0071257 | GO:0010882 | GO:1903281 | GO:0030011 | GO:0043065 | GO:0036376 | GO:0071456 | GO:0086003 | GO:0098656 | GO:0006883 | GO:0071468 | GO:0070997
OMIM,618126,?Liddle syndrome 3,600228,SCNN1A,6337,5,GO:0035725 | GO:0050891 | GO:0050909 | GO:0055078 | GO:0050896
OMIM,612526,"?Lipodystrophy, congenital generalized, type 3",601047,CAV1,857,88,GO:0033137 | GO:0003057 | GO:0071560 | GO:1903071 | GO:0000122 | GO:0030857 | GO:1904886 | GO:0019065 | GO:0051001 | GO:0001960 | GO:2000535 | GO:0032507 | GO:0071455 | GO:0001525 | GO:0030193 | GO:0031397 | GO:1900085 | GO:0090090 | GO:0045019 | GO:0071375 | GO:0010524 | GO:2001244 | GO:0071711 | GO:0000188 | GO:0098911 | GO:0033484 | GO:0031295 | GO:0050900 | GO:0030335 | GO:0038016 | GO:0006816 | GO:0051092 | GO:1900027 | GO:1901844 | GO:0010628 | GO:0120162 | GO:0060056 | GO:0098903 | GO:0042532 | GO:0033138 | GO:0032091 | GO:0019915 | GO:0030301 | GO:0031398 | GO:0048550 | GO:0001937 | GO:0061099 | GO:0060546 | GO:0006641 | GO:0044860 | GO:1903609 | GO:0086091 | GO:0032092 | GO:0098909 | GO:2000286 | GO:0051592 | GO:0070836 | GO:0010875 | GO:2001238 | GO:0072584 | GO:0007595 | GO:0060355 | GO:2000811 | GO:0045907 | GO:0090263 | GO:0043627 | GO:0030879 | GO:0086098 | GO:0010608 | GO:0009617 | GO:1903598 | GO:0010952 | GO:0034141 | GO:0006940 | GO:0071360 | GO:0030512 | GO:0001666 | GO:0032570 | GO:1903361 | GO:0007519 | GO:0051899 | GO:0019217 | GO:0002931 | GO:0042632 | GO:0097190 | GO:0001570 | GO:0016050 | GO:0042310
OMIM,615238,"?Lipodystrophy, familial partial, type 5",612120,CIDEC,63924,4,GO:0006915 | GO:0097194 | GO:0042981 | GO:0034389
OMIM,616342,?Lissencephaly 7 with cerebellar hypoplasia,123831,CDK5,1020,72,GO:0048489 | GO:0007409 | GO:0032801 | GO:0045892 | GO:0045956 | GO:0001963 | GO:0048511 | GO:0099601 | GO:1903076 | GO:1903421 | GO:0014044 | GO:0048675 | GO:0098883 | GO:0021697 | GO:0035249 | GO:0048709 | GO:0006913 | GO:0000226 | GO:0016241 | GO:0046826 | GO:0021819 | GO:0034352 | GO:0030182 | GO:0043113 | GO:1901215 | GO:0061001 | GO:2000251 | GO:0043525 | GO:0032092 | GO:0051301 | GO:0007519 | GO:0000083 | GO:0046777 | GO:0060079 | GO:0018107 | GO:0045861 | GO:0009611 | GO:0006886 | GO:0007160 | GO:0008045 | GO:0007416 | GO:0019233 | GO:0008542 | GO:0030866 | GO:0051402 | GO:0051966 | GO:0016079 | GO:0048148 | GO:1901387 | GO:0021766 | GO:0031914 | GO:0021954 | GO:0031397 | GO:0001764 | GO:0045786 | GO:1904646 | GO:0090314 | GO:0048813 | GO:0042501 | GO:0071156 | GO:0045860 | GO:0031175 | GO:0099703 | GO:0048488 | GO:0016572 | GO:0022038 | GO:0007005 | GO:0070509 | GO:0035418 | GO:0030517 | GO:0030334 | GO:1901796
OMIM,611820,?Long QT syndrome 11,604001,AKAP9,10142,18,GO:0007020 | GO:0000086 | GO:0098962 | GO:0060307 | GO:0007165 | GO:0007268 | GO:1901018 | GO:0071320 | GO:0086091 | GO:0010389 | GO:0051602 | GO:0031116 | GO:0097711 | GO:1903358 | GO:0098909 | GO:0007194 | GO:0051661 | GO:0033138
OMIM,618773,?Lymphatic malformation 8,114190,CALCRL,10203,14,GO:0007189 | GO:0007166 | GO:0050728 | GO:0007507 | GO:0071329 | GO:0001525 | GO:0048661 | GO:0045986 | GO:0031623 | GO:1990410 | GO:0007187 | GO:1990408 | GO:0015031 | GO:0006816
OMIM,613757,"?Macular degeneration, age-related, 6",610362,RAX2,84839,3,GO:0045944 | GO:0050896 | GO:0007601
OMIM,617111,"?Macular dystrophy, patterned, 3",602130,MAPKAPK3,7867,9,GO:0044351 | GO:0034097 | GO:0002224 | GO:0046777 | GO:0032496 | GO:0048010 | GO:0018105 | GO:0000187 | GO:0000165
OMIM,615135,"?Maple syrup urine disease, mild variant",611065,PPM1K,152926,2,GO:0006470 | GO:0009083
OMIM,248700,?Marden-Walker syndrome,613629,PIEZO2,63895,4,GO:0098655 | GO:0071260 | GO:0042391 | GO:0050974
OMIM,147430,?Marsili syndrome,617828,ZFHX2,85446,6,GO:0051930 | GO:0045893 | GO:0000122 | GO:0045664 | GO:0007420 | GO:0030534
OMIM,614175,Joubert syndrome 34 | ?Meckel syndrome 10,611951,B9D2,80776,2,GO:0060271 | GO:0097711
OMIM,616258,?Meckel syndrome 12,611279,KIF14,9928,26,GO:0032487 | GO:0021846 | GO:0031641 | GO:0021685 | GO:0031146 | GO:0032147 | GO:0010389 | GO:0021772 | GO:2000045 | GO:0021987 | GO:1903429 | GO:0043524 | GO:0032467 | GO:0021693 | GO:0045184 | GO:0051301 | GO:0007018 | GO:0030155 | GO:0021695 | GO:0001558 | GO:0021766 | GO:0007080 | GO:0008284 | GO:0033624 | GO:0034446 | GO:0030334
OMIM,613885,?Meckel syndrome 8,613846,TCTN2,79867,4,GO:0060271 | GO:1904491 | GO:0007224 | GO:0097711
OMIM,614209,?Meckel syndrome 9,614144,B9D1,27077,9,GO:0001701 | GO:0043010 | GO:0060271 | GO:0060563 | GO:0032880 | GO:0007224 | GO:0001944 | GO:0097711 | GO:0042733
OMIM,613805,?Meier-Gorlin syndrome 5,602627,CDC6,990,17,GO:0000278 | GO:0008285 | GO:0051984 | GO:0033314 | GO:0008156 | GO:0032467 | GO:1904117 | GO:1904385 | GO:0030071 | GO:0045737 | GO:0000082 | GO:0006260 | GO:0006270 | GO:0048146 | GO:0051301 | GO:0000083 | GO:0007089
OMIM,617564,?Meier-Gorlin syndrome 8,602696,MCM5,4174,6,GO:0006267 | GO:0000082 | GO:0006260 | GO:0006270 | GO:0032508 | GO:0000727
OMIM,300923,"?Mental retardation, X-linked 100",300521,KIF4A,24137,6,GO:0006890 | GO:0000281 | GO:0019886 | GO:0007052 | GO:0008089 | GO:0051256
OMIM,300928,"?Mental retardation, X-linked 101",300204,MID2,11043,9,GO:0045087 | GO:1902187 | GO:0016567 | GO:0046597 | GO:0043123 | GO:0051092 | GO:0032897 | GO:0010508 | GO:0035372
OMIM,300238,"?Mental retardation, X-linked, syndromic 11, Shashi type",300199,RBMX,27316,11,GO:0000398 | GO:0048026 | GO:0006376 | GO:0048025 | GO:0006366 | GO:0045944 | GO:0006509 | GO:0001649 | GO:0071347 | GO:0000381 | GO:0051260
OMIM,300886,"?Mental retardation, X-linked, syndromic 32",300138,CLIC2,1193,5,GO:0060315 | GO:0098869 | GO:1902476 | GO:0051099 | GO:0010881
OMIM,614256,"?Mental retardation, autosomal dominant 10",602911,CACNG2,10369,15,GO:1904510 | GO:0051592 | GO:0099590 | GO:0060081 | GO:0060082 | GO:0051899 | GO:0061337 | GO:0051968 | GO:0006612 | GO:2000969 | GO:0007528 | GO:0070588 | GO:0098943 | GO:0019226 | GO:0098970
OMIM,614257,"?Mental retardation, autosomal dominant 11",602879,EPB41L1,2036,2,GO:0031032 | GO:0030866
OMIM,615817,"?Mental retardation, autosomal recessive 43",615748,WASHC4,23325,3,GO:0007032 | GO:0015031 | GO:0016197
OMIM,615979,"?Mental retardation, autosomal recessive 45",609102,FBXO31,79791,7,GO:0031145 | GO:0050775 | GO:0043687 | GO:0031146 | GO:0031571 | GO:0000209 | GO:2001224
OMIM,616460,"?Mental retardation, autosomal recessive 50",609842,EDC3,80153,4,GO:0031087 | GO:0043928 | GO:0090502 | GO:0033962
OMIM,618095,"?Mental retardation, autosomal recessive 63",114078,CAMK2A,815,19,GO:0051928 | GO:2001222 | GO:2000124 | GO:1990443 | GO:0038166 | GO:1900034 | GO:0060996 | GO:0051092 | GO:0002931 | GO:0048168 | GO:0051346 | GO:1902108 | GO:0046928 | GO:0000082 | GO:0010666 | GO:0060333 | GO:0007223 | GO:0018105 | GO:0006816
OMIM,616887,"?Mental retardation, autosomal recessive, 52",609552,LMAN2L,81562,5,GO:0007029 | GO:0007030 | GO:0006457 | GO:0006888 | GO:0015031
OMIM,615414,"?Microcephaly 11, primary, autosomal recessive",602978,PHC1,1911,4,GO:0070317 | GO:0007275 | GO:0045892 | GO:0016574
OMIM,616080,"?Microcephaly 12, primary, autosomal recessive",603368,CDK6,1021,27,GO:0000122 | GO:0021542 | GO:1902036 | GO:0045668 | GO:0033077 | GO:0007050 | GO:0009615 | GO:0001954 | GO:0045656 | GO:0000082 | GO:0014002 | GO:0006468 | GO:0051301 | GO:0003323 | GO:0048699 | GO:0021670 | GO:0007219 | GO:0060218 | GO:0048146 | GO:0045646 | GO:2000773 | GO:0042063 | GO:0050680 | GO:2000145 | GO:2000134 | GO:0010628 | GO:0043697
OMIM,616051,"?Microcephaly 13, primary, autosomal recessive",117143,CENPE,1062,14,GO:0000278 | GO:0051382 | GO:0007059 | GO:0006890 | GO:0019886 | GO:0030071 | GO:0099607 | GO:0007079 | GO:0099606 | GO:0045860 | GO:0007052 | GO:0007275 | GO:0051301 | GO:0007080
OMIM,616402,"?Microcephaly 14, primary, autosomal recessive",609321,SASS6,163786,2,GO:0007099 | GO:0051298
OMIM,617520,"?Microcephaly 18, primary, autosomal dominant",617485,WDFY3,23001,2,GO:0007275 | GO:0035973
OMIM,617800,"?Microcephaly 19, primary, autosomal recessive",606990,COPB2,9276,5,GO:1901998 | GO:0006886 | GO:0006890 | GO:0006891 | GO:0006888
OMIM,617983,"?Microcephaly 21, primary, autosomal recessive",615638,NCAPD2,9918,4,GO:0007076 | GO:0051301 | GO:0051304 | GO:0010032
OMIM,617985,"?Microcephaly 23, primary, autosomal recessive",602332,NCAPH,23397,5,GO:0007076 | GO:0010032 | GO:2000373 | GO:0051309 | GO:0051301
OMIM,618179,"?Microcephaly 24, primary, autosomal recessive",609264,NUP37,79023,11,GO:0006406 | GO:0060964 | GO:0007059 | GO:1900034 | GO:0075733 | GO:0016925 | GO:0006409 | GO:0006110 | GO:0051301 | GO:0019083 | GO:0007049
OMIM,605013,?Microhydranencephaly,609449,NDE1,54820,16,GO:0007405 | GO:0007020 | GO:0000132 | GO:0051298 | GO:0000086 | GO:0007059 | GO:2000574 | GO:0047496 | GO:0051303 | GO:0007100 | GO:0010389 | GO:0097711 | GO:0001764 | GO:0051642 | GO:0051301 | GO:0021987
OMIM,615145,"Microphthalmia, syndromic 15 | ?Microphthalmia, isolated, with coloboma 9",610083,TENM3,55714,7,GO:0010976 | GO:0048593 | GO:0007157 | GO:0007165 | GO:0007156 | GO:0048666 | GO:1903385
OMIM,309800,"?Microphthalmia, syndromic 1",300013,NAA10,8260,5,GO:2000719 | GO:0018002 | GO:0006475 | GO:0006323 | GO:0017198
OMIM,614402,"?Microphthalmia, syndromic 11",604294,VAX1,11023,10,GO:0043010 | GO:0007411 | GO:0007406 | GO:0000122 | GO:0007420 | GO:0060021 | GO:0030182 | GO:0007417 | GO:0001764 | GO:0035914
OMIM,300915,"?Microphthalmia, syndromic 13",300193,HMGB3,3149,10,GO:0006338 | GO:0045638 | GO:0045087 | GO:0045944 | GO:0032392 | GO:0007275 | GO:0006310 | GO:0006355 | GO:0045089 | GO:0045578
OMIM,612290,"Microtia with or without hearing impairment (AD) | ?Microtia, hearing impairment, and cleft palate (AR)",604685,HOXA2,3199,16,GO:0009952 | GO:0007379 | GO:0008045 | GO:0021568 | GO:0002076 | GO:0045944 | GO:0045665 | GO:0000122 | GO:0042474 | GO:0045668 | GO:0035284 | GO:0001709 | GO:0021658 | GO:0048703 | GO:0071300 | GO:0009953
OMIM,616059,?Mirror movements 3,610565,DNAL4,10126,2,GO:2000582 | GO:0007018
OMIM,616896,?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type),605290,OPA1,4976,30,GO:0060041 | GO:0051259 | GO:0071333 | GO:1902236 | GO:0014850 | GO:0048312 | GO:0007601 | GO:0019896 | GO:0090398 | GO:0008053 | GO:0007007 | GO:0036444 | GO:0090201 | GO:1905232 | GO:0070584 | GO:0010636 | GO:0046039 | GO:1904643 | GO:0061003 | GO:0000266 | GO:0090102 | GO:0051602 | GO:0000002 | GO:0071456 | GO:0003374 | GO:0061025 | GO:0006915 | GO:0097749 | GO:0046628 | GO:0014042
OMIM,617156,?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type),600438,TFAM,7019,8,GO:0006338 | GO:0045893 | GO:0006357 | GO:0006391 | GO:0033108 | GO:0006355 | GO:0006390 | GO:0007005
OMIM,618567,?Mitochondrial DNA depletion syndrome 17,606906,MRM2,29960,1,GO:0000451
OMIM,618811,?Mitochondrial DNA depletion syndrome 18,607571,SLC25A21,89874,4,GO:0015742 | GO:0006554 | GO:0015867 | GO:0055085
OMIM,618235,"?Mitochondrial complex I deficiency, nuclear type 13",602137,NDUFA2,4695,3,GO:0032981 | GO:0001835 | GO:0006120
OMIM,618244,"?Mitochondrial complex I deficiency, nuclear type 23",614530,NDUFA12,55967,5,GO:0007585 | GO:0042775 | GO:0006120 | GO:0032981 | GO:0006979
OMIM,618245,"?Mitochondrial complex I deficiency, nuclear type 24",601445,NDUFB9,4715,3,GO:0032981 | GO:0006120 | GO:0007605
OMIM,618249,"?Mitochondrial complex I deficiency, nuclear type 28",609435,NDUFA13,51079,13,GO:0045892 | GO:2001243 | GO:0043280 | GO:0097191 | GO:0045732 | GO:0030308 | GO:0072593 | GO:0035458 | GO:0016032 | GO:0006120 | GO:0045039 | GO:0032981 | GO:0071300
OMIM,301021,"?Mitochondrial complex I deficiency, nuclear type 30",300403,NDUFB11,54539,2,GO:0032981 | GO:0006120
OMIM,616111,"?Mitochondrial complex III deficiency, nuclear type 9",616097,UQCC3,790955,4,GO:0042407 | GO:0006754 | GO:0006122 | GO:0034551
OMIM,220110,Mitochondrial complex IV deficiency | ?Mitochondrial complex IV deficiency,123870 | 602125 | 612958 | 603644 | 616003 | 124089 | 602009,COA8 | COX8A | COX10 | COX6A2 | COX6B1 | TACO1 | SCO1,1339 | 1340 | 51204 | 1351 | 1352 | 6341 | 84334,17,GO:0021762 | GO:1903427 | GO:0050821 | GO:0033617 | GO:0070129 | GO:0048034 | GO:0006878 | GO:0006123 | GO:0006784 | GO:0000302 | GO:1904960 | GO:0097193 | GO:0000266 | GO:0061743 | GO:1901799 | GO:1902600 | GO:0006825
OMIM,614053,"?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3",606153,ATP5F1E,514,2,GO:0042776 | GO:0042407
OMIM,615228,"?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4",164360,ATP5F1A,498,5,GO:0042776 | GO:0042407 | GO:0001937 | GO:0006629 | GO:0043536
OMIM,251950,?Mitochondrial myopathy with lactic acidosis,612123,PNPLA8,50640,10,GO:0034638 | GO:0050482 | GO:0043651 | GO:0036151 | GO:0019369 | GO:0070328 | GO:0008219 | GO:0046338 | GO:0001516 | GO:0036152
OMIM,618287,"?Mucocutaneous ulceration, chronic",164014,RELA,5970,68,GO:0045892 | GO:0050852 | GO:2000630 | GO:0033234 | GO:0010224 | GO:0002223 | GO:0006968 | GO:0032868 | GO:0006351 | GO:0050862 | GO:0016032 | GO:0006355 | GO:0038095 | GO:0014040 | GO:0006325 | GO:0032570 | GO:0038061 | GO:0043123 | GO:0033209 | GO:0043278 | GO:0035729 | GO:0007249 | GO:0007568 | GO:0001889 | GO:0051607 | GO:0071224 | GO:0031293 | GO:0045416 | GO:0070498 | GO:0035994 | GO:0070431 | GO:1902895 | GO:0071222 | GO:0099527 | GO:0032332 | GO:0071316 | GO:0051591 | GO:1904385 | GO:0006954 | GO:1902004 | GO:0045084 | GO:0042177 | GO:0006117 | GO:0071347 | GO:1901522 | GO:0071354 | GO:0035924 | GO:0033590 | GO:1901223 | GO:0071223 | GO:0045087 | GO:0043620 | GO:0045893 | GO:1901224 | GO:0070301 | GO:0051092 | GO:0008284 | GO:0032495 | GO:1902894 | GO:1904996 | GO:0050727 | GO:2001237 | GO:0043200 | GO:0001942 | GO:0046627 | GO:0032481 | GO:0009887 | GO:0071356
OMIM,601492,?Mucopolysaccharidosis type IX,607071,HYAL1,3373,25,GO:0010634 | GO:0071467 | GO:0046677 | GO:0046718 | GO:0030307 | GO:0036120 | GO:0030214 | GO:0060272 | GO:1900087 | GO:0009615 | GO:0005975 | GO:1900106 | GO:0051216 | GO:0030308 | GO:0050679 | GO:0045766 | GO:0044344 | GO:0006954 | GO:0071493 | GO:0071347 | GO:0030213 | GO:0000302 | GO:0045785 | GO:0030207 | GO:0071356
OMIM,611376,?Mungan syndrome,606462,RAD21,5885,11,GO:0071168 | GO:0006302 | GO:0006357 | GO:0010972 | GO:0007131 | GO:0007275 | GO:0006915 | GO:0045841 | GO:0045876 | GO:0007062 | GO:0051301
OMIM,616827,"?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",607908,LIMS2,55679,8,GO:0043066 | GO:0034329 | GO:2000178 | GO:2001046 | GO:0098609 | GO:1900026 | GO:0045216 | GO:2000346
OMIM,617072,"?Muscular dystrophy, autosomal recessive, with rigid spine and distal joint contractures",614512,TOR1AIP1,26092,3,GO:0032781 | GO:0090435 | GO:0071763
OMIM,617066,"?Muscular dystrophy, congenital, Davignon-Chauveau type",604501,TRIP4,9325,5,GO:1901998 | GO:0045893 | GO:0045661 | GO:0006355 | GO:0030520
OMIM,617232,"?Muscular dystrophy, limb-girdle, autosomal recessive 21",615618,POGLUT1,56983,9,GO:0018242 | GO:0007369 | GO:0072358 | GO:0010470 | GO:0001756 | GO:0045747 | GO:0060537 | GO:0048318 | GO:0048339
OMIM,616094,"?Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 12",615247,POMK,84197,8,GO:0006493 | GO:0046835 | GO:0007611 | GO:0019233 | GO:0050905 | GO:0007420 | GO:0001764 | GO:0006468
OMIM,616304,"?Myasthenic syndrome, congenital, 17",604270,LRP4,4038,21,GO:0006897 | GO:0097105 | GO:0042733 | GO:0042475 | GO:1904395 | GO:0030279 | GO:0009954 | GO:0150094 | GO:0050731 | GO:0050771 | GO:0097104 | GO:0001822 | GO:0051124 | GO:0009953 | GO:0048813 | GO:0071340 | GO:0090090 | GO:0060173 | GO:1901631 | GO:0001942 | GO:0016055
OMIM,616330,"?Myasthenic syndrome, congenital, 18",600322,SNAP25,6616,17,GO:0043312 | GO:0008306 | GO:0010975 | GO:0071805 | GO:0016081 | GO:0099590 | GO:0060291 | GO:0016082 | GO:0016079 | GO:0050796 | GO:0007626 | GO:0001504 | GO:0098967 | GO:0007269 | GO:0014047 | GO:0031629 | GO:0007268
